data,abertura,maxima,minima,fechamento,volume,ticker,simbolo
2026-01-12 00:00:00-03:00,163370.0,163493.0,162277.0,163150.0,6896600,IBOV,^BVSP
2026-01-13 00:00:00-03:00,163146.0,163146.0,161765.0,161973.0,9668600,IBOV,^BVSP
2026-01-14 00:00:00-03:00,161974.0,165147.0,161974.0,165146.0,9928900,IBOV,^BVSP
2026-01-15 00:00:00-03:00,165180.0,166070.0,164833.0,165568.0,9406500,IBOV,^BVSP
2026-01-16 00:00:00-03:00,165557.0,165872.0,164100.0,164800.0,11489200,IBOV,^BVSP
2026-01-12 00:00:00-03:00,30.299999237060547,30.56999969482422,30.209999084472656,30.360000610351562,18947400,PETR4,PETR4.SA
2026-01-13 00:00:00-03:00,30.360000610351562,31.31999969482422,30.360000610351562,31.139999389648438,54097100,PETR4,PETR4.SA
2026-01-14 00:00:00-03:00,31.350000381469727,32.529998779296875,31.200000762939453,31.989999771118164,82309300,PETR4,PETR4.SA
2026-01-15 00:00:00-03:00,31.5,31.93000030517578,31.440000534057617,31.790000915527344,26456600,PETR4,PETR4.SA
2026-01-16 00:00:00-03:00,31.950000762939453,32.20000076293945,31.8799991607666,32.040000915527344,70947300,PETR4,PETR4.SA
2026-01-12 00:00:00-03:00,75.0,75.47000122070312,74.51000213623047,74.73999786376953,13129800,VALE3,VALE3.SA
2026-01-13 00:00:00-03:00,74.47000122070312,76.05000305175781,74.27999877929688,75.3499984741211,24539200,VALE3,VALE3.SA
2026-01-14 00:00:00-03:00,75.83999633789062,79.08999633789062,75.63999938964844,78.91999816894531,44225300,VALE3,VALE3.SA
2026-01-15 00:00:00-03:00,78.9000015258789,79.63999938964844,78.51000213623047,78.8499984741211,35503900,VALE3,VALE3.SA
2026-01-16 00:00:00-03:00,78.38999938964844,78.87999725341797,77.56999969482422,78.87999725341797,45910100,VALE3,VALE3.SA
